Ngành,Mức điểm đầu vào,Trường đại học,Điểm chuẩn,Tổ hợp,Năm,Ghi chú,Mã trường
logistics và quản lý chuỗi cung ứng,Thấp,MBS - Trường Đại Học Mở TPHCM,23.5,A00,2022,,MBS
logistics và quản lý chuỗi cung ứng,Thấp,MBS - Trường Đại Học Mở TPHCM,23.5,A01,2022,,MBS
logistics và quản lý chuỗi cung ứng,Thấp,MBS - Trường Đại Học Mở TPHCM,23.5,D01,2022,,MBS
công nghệ thực phẩm,Thấp,MBS - Trường Đại Học Mở TPHCM,18.0,A00,2022,,MBS
công nghệ thực phẩm,Thấp,MBS - Trường Đại Học Mở TPHCM,18.0,A01,2022,,MBS
công nghệ thực phẩm,Thấp,MBS - Trường Đại Học Mở TPHCM,18.0,B00,2022,,MBS
ngôn ngữ anh,Thấp,MBS - Trường Đại Học Mở TPHCM,24.2,A01,2021,,MBS
ngôn ngữ anh,Thấp,MBS - Trường Đại Học Mở TPHCM,24.2,D01,2021,,MBS
ngôn ngữ trung quốc,Thấp,MBS - Trường Đại Học Mở TPHCM,24.0,D01,2021,,MBS
ngôn ngữ nhật,Thấp,MBS - Trường Đại Học Mở TPHCM,20.0,D01,2021,,MBS
ngôn ngữ hàn quốc,Thấp,MBS - Trường Đại Học Mở TPHCM,22.25,D01,2021,,MBS
xã hội học,Thấp,MBS - Trường Đại Học Mở TPHCM,18.0,A01,2021,,MBS
xã hội học,Thấp,MBS - Trường Đại Học Mở TPHCM,18.0,C00,2021,,MBS
xã hội học,Thấp,MBS - Trường Đại Học Mở TPHCM,18.0,D01,2021,,MBS
tâm lý học,Thấp,MBS - Trường Đại Học Mở TPHCM,23.8,A01,2021,,MBS
tâm lý học,Thấp,MBS - Trường Đại Học Mở TPHCM,23.8,C00,2021,,MBS
tâm lý học,Thấp,MBS - Trường Đại Học Mở TPHCM,23.8,D01,2021,,MBS
quản trị kinh doanh,Thấp,MBS - Trường Đại Học Mở TPHCM,20.75,A00,2021,,MBS
quản trị kinh doanh,Thấp,MBS - Trường Đại Học Mở TPHCM,20.75,A01,2021,,MBS
quản trị kinh doanh,Thấp,MBS - Trường Đại Học Mở TPHCM,20.75,D01,2021,,MBS
marketing,Thấp,MBS - Trường Đại Học Mở TPHCM,24.5,A00,2021,,MBS
marketing,Thấp,MBS - Trường Đại Học Mở TPHCM,24.5,A01,2021,,MBS
marketing,Thấp,MBS - Trường Đại Học Mở TPHCM,24.5,D01,2021,,MBS
kinh doanh quốc tế,Thấp,MBS - Trường Đại Học Mở TPHCM,23.75,A00,2021,,MBS
kinh doanh quốc tế,Thấp,MBS - Trường Đại Học Mở TPHCM,23.75,A01,2021,,MBS
kinh doanh quốc tế,Thấp,MBS - Trường Đại Học Mở TPHCM,23.75,D01,2021,,MBS
tài chính - ngân hàng,Thấp,MBS - Trường Đại Học Mở TPHCM,23.2,A00,2021,,MBS
tài chính - ngân hàng,Thấp,MBS - Trường Đại Học Mở TPHCM,23.2,A01,2021,,MBS
tài chính - ngân hàng,Thấp,MBS - Trường Đại Học Mở TPHCM,23.2,D01,2021,,MBS
bảo hiểm,Thấp,MBS - Trường Đại Học Mở TPHCM,16.0,A00,2021,,MBS
bảo hiểm,Thấp,MBS - Trường Đại Học Mở TPHCM,16.0,A01,2021,,MBS
bảo hiểm,Thấp,MBS - Trường Đại Học Mở TPHCM,16.0,D01,2021,,MBS
kế toán,Thấp,MBS - Trường Đại Học Mở TPHCM,21.0,A00,2021,,MBS
kế toán,Thấp,MBS - Trường Đại Học Mở TPHCM,21.0,A01,2021,,MBS
kế toán,Thấp,MBS - Trường Đại Học Mở TPHCM,21.0,D01,2021,,MBS
kiểm toán,Thấp,MBS - Trường Đại Học Mở TPHCM,20.0,A00,2021,,MBS
kiểm toán,Thấp,MBS - Trường Đại Học Mở TPHCM,20.0,A01,2021,,MBS
kiểm toán,Thấp,MBS - Trường Đại Học Mở TPHCM,20.0,D01,2021,,MBS
quản trị nhân lực,Thấp,MBS - Trường Đại Học Mở TPHCM,24.0,A00,2021,,MBS
quản trị nhân lực,Thấp,MBS - Trường Đại Học Mở TPHCM,24.0,D01,2021,,MBS
quản trị nhân lực,Thấp,MBS - Trường Đại Học Mở TPHCM,24.0,A01,2021,,MBS
luật,Thấp,MBS - Trường Đại Học Mở TPHCM,24.75,A00,2021,,MBS
luật,Thấp,MBS - Trường Đại Học Mở TPHCM,24.75,A01,2021,,MBS
luật,Thấp,MBS - Trường Đại Học Mở TPHCM,24.75,C00,2021,,MBS
luật,Thấp,MBS - Trường Đại Học Mở TPHCM,24.75,D01,2021,,MBS
luật kinh tế,Thấp,MBS - Trường Đại Học Mở TPHCM,24.75,A00,2021,,MBS
luật kinh tế,Thấp,MBS - Trường Đại Học Mở TPHCM,24.75,A01,2021,,MBS
luật kinh tế,Thấp,MBS - Trường Đại Học Mở TPHCM,24.75,C00,2021,,MBS
luật kinh tế,Thấp,MBS - Trường Đại Học Mở TPHCM,24.75,D01,2021,,MBS
công nghệ sinh học,Thấp,MBS - Trường Đại Học Mở TPHCM,16.0,A00,2021,,MBS
công nghệ sinh học,Thấp,MBS - Trường Đại Học Mở TPHCM,16.0,B00,2021,,MBS
khoa học dữ liệu,Thấp,MBS - Trường Đại Học Mở TPHCM,20.0,A00,2021,,MBS
khoa học dữ liệu,Thấp,MBS - Trường Đại Học Mở TPHCM,20.0,A01,2021,,MBS
khoa học dữ liệu,Thấp,MBS - Trường Đại Học Mở TPHCM,20.0,D01,2021,,MBS
khoa học máy tính,Thấp,MBS - Trường Đại Học Mở TPHCM,20.0,A00,2021,,MBS
khoa học máy tính,Thấp,MBS - Trường Đại Học Mở TPHCM,20.0,A01,2021,,MBS
khoa học máy tính,Thấp,MBS - Trường Đại Học Mở TPHCM,20.0,D01,2021,,MBS
trí tuệ nhân tạo,Thấp,MBS - Trường Đại Học Mở TPHCM,20.0,A00,2021,,MBS
trí tuệ nhân tạo,Thấp,MBS - Trường Đại Học Mở TPHCM,20.0,A01,2021,,MBS
trí tuệ nhân tạo,Thấp,MBS - Trường Đại Học Mở TPHCM,20.0,D01,2021,,MBS
công nghệ thông tin,Thấp,MBS - Trường Đại Học Mở TPHCM,21.0,A00,2021,,MBS
công nghệ thông tin,Thấp,MBS - Trường Đại Học Mở TPHCM,21.0,A01,2021,,MBS
công nghệ thông tin,Thấp,MBS - Trường Đại Học Mở TPHCM,21.0,D01,2021,,MBS
logistics và quản lý chuỗi cung ứng,Thấp,MBS - Trường Đại Học Mở TPHCM,23.5,A00,2021,,MBS
logistics và quản lý chuỗi cung ứng,Thấp,MBS - Trường Đại Học Mở TPHCM,23.5,A01,2021,,MBS
logistics và quản lý chuỗi cung ứng,Thấp,MBS - Trường Đại Học Mở TPHCM,23.5,D01,2021,,MBS
công nghệ thực phẩm,Thấp,MBS - Trường Đại Học Mở TPHCM,18.0,A00,2021,,MBS
công nghệ thực phẩm,Thấp,MBS - Trường Đại Học Mở TPHCM,18.0,A01,2021,,MBS
công nghệ thực phẩm,Thấp,MBS - Trường Đại Học Mở TPHCM,18.0,B00,2021,,MBS
ngôn ngữ anh,Thấp,MBS - Trường Đại Học Mở TPHCM,24.2,A01,2020,,MBS
ngôn ngữ anh,Thấp,MBS - Trường Đại Học Mở TPHCM,24.2,D01,2020,,MBS
ngôn ngữ trung quốc,Thấp,MBS - Trường Đại Học Mở TPHCM,24.0,D01,2020,,MBS
ngôn ngữ nhật,Thấp,MBS - Trường Đại Học Mở TPHCM,20.0,D01,2020,,MBS
ngôn ngữ hàn quốc,Thấp,MBS - Trường Đại Học Mở TPHCM,22.25,D01,2020,,MBS
xã hội học,Thấp,MBS - Trường Đại Học Mở TPHCM,18.0,A01,2020,,MBS
xã hội học,Thấp,MBS - Trường Đại Học Mở TPHCM,18.0,C00,2020,,MBS
xã hội học,Thấp,MBS - Trường Đại Học Mở TPHCM,18.0,D01,2020,,MBS
tâm lý học,Thấp,MBS - Trường Đại Học Mở TPHCM,23.8,A01,2020,,MBS
tâm lý học,Thấp,MBS - Trường Đại Học Mở TPHCM,23.8,C00,2020,,MBS
tâm lý học,Thấp,MBS - Trường Đại Học Mở TPHCM,23.8,D01,2020,,MBS
quản trị kinh doanh,Thấp,MBS - Trường Đại Học Mở TPHCM,20.75,A00,2020,,MBS
quản trị kinh doanh,Thấp,MBS - Trường Đại Học Mở TPHCM,20.75,A01,2020,,MBS
quản trị kinh doanh,Thấp,MBS - Trường Đại Học Mở TPHCM,20.75,D01,2020,,MBS
marketing,Thấp,MBS - Trường Đại Học Mở TPHCM,24.5,A00,2020,,MBS
marketing,Thấp,MBS - Trường Đại Học Mở TPHCM,24.5,A01,2020,,MBS
marketing,Thấp,MBS - Trường Đại Học Mở TPHCM,24.5,D01,2020,,MBS
kinh doanh quốc tế,Thấp,MBS - Trường Đại Học Mở TPHCM,23.75,A00,2020,,MBS
kinh doanh quốc tế,Thấp,MBS - Trường Đại Học Mở TPHCM,23.75,A01,2020,,MBS
kinh doanh quốc tế,Thấp,MBS - Trường Đại Học Mở TPHCM,23.75,D01,2020,,MBS
tài chính - ngân hàng,Thấp,MBS - Trường Đại Học Mở TPHCM,23.2,A00,2020,,MBS
tài chính - ngân hàng,Thấp,MBS - Trường Đại Học Mở TPHCM,23.2,A01,2020,,MBS
tài chính - ngân hàng,Thấp,MBS - Trường Đại Học Mở TPHCM,23.2,D01,2020,,MBS
bảo hiểm,Thấp,MBS - Trường Đại Học Mở TPHCM,16.0,A00,2020,,MBS
bảo hiểm,Thấp,MBS - Trường Đại Học Mở TPHCM,16.0,A01,2020,,MBS
bảo hiểm,Thấp,MBS - Trường Đại Học Mở TPHCM,16.0,D01,2020,,MBS
kế toán,Thấp,MBS - Trường Đại Học Mở TPHCM,21.0,A00,2020,,MBS
kế toán,Thấp,MBS - Trường Đại Học Mở TPHCM,21.0,A01,2020,,MBS
kế toán,Thấp,MBS - Trường Đại Học Mở TPHCM,21.0,D01,2020,,MBS
kiểm toán,Thấp,MBS - Trường Đại Học Mở TPHCM,20.0,A00,2020,,MBS
kiểm toán,Thấp,MBS - Trường Đại Học Mở TPHCM,20.0,A01,2020,,MBS
kiểm toán,Thấp,MBS - Trường Đại Học Mở TPHCM,20.0,D01,2020,,MBS
quản trị nhân lực,Thấp,MBS - Trường Đại Học Mở TPHCM,24.0,A00,2020,,MBS
quản trị nhân lực,Thấp,MBS - Trường Đại Học Mở TPHCM,24.0,D01,2020,,MBS
quản trị nhân lực,Thấp,MBS - Trường Đại Học Mở TPHCM,24.0,A01,2020,,MBS
luật,Thấp,MBS - Trường Đại Học Mở TPHCM,24.75,A00,2020,,MBS
luật,Thấp,MBS - Trường Đại Học Mở TPHCM,24.75,A01,2020,,MBS
luật,Thấp,MBS - Trường Đại Học Mở TPHCM,24.75,C00,2020,,MBS
luật,Thấp,MBS - Trường Đại Học Mở TPHCM,24.75,D01,2020,,MBS
luật kinh tế,Thấp,MBS - Trường Đại Học Mở TPHCM,24.75,A00,2020,,MBS
luật kinh tế,Thấp,MBS - Trường Đại Học Mở TPHCM,24.75,A01,2020,,MBS
luật kinh tế,Thấp,MBS - Trường Đại Học Mở TPHCM,24.75,C00,2020,,MBS
luật kinh tế,Thấp,MBS - Trường Đại Học Mở TPHCM,24.75,D01,2020,,MBS
công nghệ sinh học,Thấp,MBS - Trường Đại Học Mở TPHCM,16.0,A00,2020,,MBS
công nghệ sinh học,Thấp,MBS - Trường Đại Học Mở TPHCM,16.0,B00,2020,,MBS
khoa học dữ liệu,Thấp,MBS - Trường Đại Học Mở TPHCM,20.0,A00,2020,,MBS
khoa học dữ liệu,Thấp,MBS - Trường Đại Học Mở TPHCM,20.0,A01,2020,,MBS
khoa học dữ liệu,Thấp,MBS - Trường Đại Học Mở TPHCM,20.0,D01,2020,,MBS
khoa học máy tính,Thấp,MBS - Trường Đại Học Mở TPHCM,20.0,A00,2020,,MBS
khoa học máy tính,Thấp,MBS - Trường Đại Học Mở TPHCM,20.0,A01,2020,,MBS
khoa học máy tính,Thấp,MBS - Trường Đại Học Mở TPHCM,20.0,D01,2020,,MBS
trí tuệ nhân tạo,Thấp,MBS - Trường Đại Học Mở TPHCM,20.0,A00,2020,,MBS
trí tuệ nhân tạo,Thấp,MBS - Trường Đại Học Mở TPHCM,20.0,A01,2020,,MBS
trí tuệ nhân tạo,Thấp,MBS - Trường Đại Học Mở TPHCM,20.0,D01,2020,,MBS
công nghệ thông tin,Thấp,MBS - Trường Đại Học Mở TPHCM,21.0,A00,2020,,MBS
công nghệ thông tin,Thấp,MBS - Trường Đại Học Mở TPHCM,21.0,A01,2020,,MBS
công nghệ thông tin,Thấp,MBS - Trường Đại Học Mở TPHCM,21.0,D01,2020,,MBS
logistics và quản lý chuỗi cung ứng,Thấp,MBS - Trường Đại Học Mở TPHCM,23.5,A00,2020,,MBS
logistics và quản lý chuỗi cung ứng,Thấp,MBS - Trường Đại Học Mở TPHCM,23.5,A01,2020,,MBS
logistics và quản lý chuỗi cung ứng,Thấp,MBS - Trường Đại Học Mở TPHCM,23.5,D01,2020,,MBS
công nghệ thực phẩm,Thấp,MBS - Trường Đại Học Mở TPHCM,18.0,A00,2020,,MBS
công nghệ thực phẩm,Thấp,MBS - Trường Đại Học Mở TPHCM,18.0,A01,2020,,MBS
công nghệ thực phẩm,Thấp,MBS - Trường Đại Học Mở TPHCM,18.0,B00,2020,,MBS
kinh doanh quốc tế,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,A00,2023,,VLU
kinh doanh quốc tế,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,A01,2023,,VLU
kinh doanh quốc tế,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,D01,2023,,VLU
luật,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,A01,2023,,VLU
luật,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,D01,2023,,VLU
luật,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,C00,2023,,VLU
công nghệ sinh học,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,B00,2023,,VLU
công nghệ sinh học,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,A01,2023,,VLU
công nghệ sinh học,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,D01,2023,,VLU
công nghệ sinh học,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,B00,2023,Chương trình đào tạo kỹ sư làm việc Nhật Bản,VLU
công nghệ sinh học,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,A01,2023,Chương trình đào tạo kỹ sư làm việc Nhật Bản,VLU
công nghệ sinh học,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,D01,2023,Chương trình đào tạo kỹ sư làm việc Nhật Bản,VLU
khoa học máy tính,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,A00,2023,,VLU
khoa học máy tính,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,A01,2023,,VLU
khoa học máy tính,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,D01,2023,,VLU
khoa học máy tính,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,A00,2023,Chương trình CLC,VLU
khoa học máy tính,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,A01,2023,Chương trình CLC,VLU
khoa học máy tính,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,D01,2023,Chương trình CLC,VLU
công nghệ thông tin,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,A00,2023,,VLU
công nghệ thông tin,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,A01,2023,,VLU
công nghệ thông tin,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,D01,2023,,VLU
công nghệ thông tin,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,A00,2023,Chương trình CLC,VLU
công nghệ thông tin,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,A01,2023,Chương trình CLC,VLU
công nghệ thông tin,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,D01,2023,Chương trình CLC,VLU
công nghệ kỹ thuật ô tô,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,A00,2023,,VLU
công nghệ kỹ thuật ô tô,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,A01,2023,,VLU
công nghệ kỹ thuật ô tô,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,D01,2023,,VLU
công nghệ kỹ thuật ô tô,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,A00,2023,Chương trình CLC,VLU
công nghệ kỹ thuật ô tô,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,A01,2023,Chương trình CLC,VLU
công nghệ kỹ thuật ô tô,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,D01,2023,Chương trình CLC,VLU
logistics và quản lý chuỗi cung ứng,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,A00,2023,,VLU
logistics và quản lý chuỗi cung ứng,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,A01,2023,,VLU
logistics và quản lý chuỗi cung ứng,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,D01,2023,,VLU
logistics và quản lý chuỗi cung ứng,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,A00,2023,Chương trình CLC,VLU
logistics và quản lý chuỗi cung ứng,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,A01,2023,Chương trình CLC,VLU
logistics và quản lý chuỗi cung ứng,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,D01,2023,Chương trình CLC,VLU
công nghệ thực phẩm,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,B00,2023,,VLU
công nghệ thực phẩm,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,A01,2023,,VLU
công nghệ thực phẩm,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,D01,2023,,VLU
công nghệ thực phẩm,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,B00,2023,Chương trình CLC,VLU
công nghệ thực phẩm,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,A01,2023,Chương trình CLC,VLU
công nghệ thực phẩm,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,D01,2023,Chương trình CLC,VLU
công nghệ thực phẩm,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,B00,2023,Chương trình đào tạo kỹ sư làm việc Nhật Bản,VLU
công nghệ thực phẩm,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,A01,2023,Chương trình đào tạo kỹ sư làm việc Nhật Bản,VLU
công nghệ thực phẩm,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,D01,2023,Chương trình đào tạo kỹ sư làm việc Nhật Bản,VLU
thú y,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,B00,2023,,VLU
thú y,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,A01,2023,,VLU
thú y,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,D01,2023,,VLU
quản trị dịch vụ du lịch và lữ hành,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,A01,2023,,VLU
quản trị dịch vụ du lịch và lữ hành,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,D01,2023,,VLU
quản trị dịch vụ du lịch và lữ hành,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,C00,2023,,VLU
kinh doanh quốc tế,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,A00,2022,,VLU
kinh doanh quốc tế,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,A01,2022,,VLU
kinh doanh quốc tế,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,D01,2022,,VLU
luật,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,A01,2022,,VLU
luật,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,D01,2022,,VLU
luật,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,C00,2022,,VLU
công nghệ sinh học,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,B00,2022,,VLU
công nghệ sinh học,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,A01,2022,,VLU
công nghệ sinh học,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,D01,2022,,VLU
công nghệ sinh học,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,B00,2022,Chương trình đào tạo kỹ sư làm việc Nhật Bản,VLU
công nghệ sinh học,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,A01,2022,Chương trình đào tạo kỹ sư làm việc Nhật Bản,VLU
công nghệ sinh học,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,D01,2022,Chương trình đào tạo kỹ sư làm việc Nhật Bản,VLU
khoa học máy tính,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,A00,2022,,VLU
khoa học máy tính,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,A01,2022,,VLU
khoa học máy tính,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,D01,2022,,VLU
khoa học máy tính,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,A00,2022,Chương trình CLC,VLU
khoa học máy tính,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,A01,2022,Chương trình CLC,VLU
khoa học máy tính,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,D01,2022,Chương trình CLC,VLU
công nghệ thông tin,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,A00,2022,,VLU
công nghệ thông tin,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,A01,2022,,VLU
công nghệ thông tin,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,D01,2022,,VLU
công nghệ thông tin,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,A00,2022,Chương trình CLC,VLU
công nghệ thông tin,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,A01,2022,Chương trình CLC,VLU
công nghệ thông tin,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,D01,2022,Chương trình CLC,VLU
công nghệ kỹ thuật ô tô,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,A00,2022,,VLU
công nghệ kỹ thuật ô tô,Thấp,VLU - Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,15.0,A01,2022,,VLU
