Ngành,Trường,Mã trường,Năm,Chỉ tiêu THPT (Ước tính),market_trend
kiến trúc,Đại học Văn Lang,VLU,2023,122-149,0.7
kiến trúc,Đại học Văn Lang,VLU,2024,128-157,0.71
kiến trúc,Đại học Văn Lang,VLU,2025,143-174,0.71
kiến trúc,Đại học Hoa Sen,HSU,2020,92-113,0.68
kiến trúc,Đại học Hoa Sen,HSU,2021,90-111,0.69
kiến trúc,Đại học Hoa Sen,HSU,2022,99-122,0.69
kiến trúc,Đại học Hoa Sen,HSU,2023,104-127,0.7
kiến trúc,Đại học Hoa Sen,HSU,2024,95-116,0.71
kiến trúc,Đại học Hoa Sen,HSU,2025,90-111,0.71
kiến trúc,Đại học Hutech,HTU,2020,120-147,0.68
kiến trúc,Đại học Hutech,HTU,2021,126-155,0.69
kiến trúc,Đại học Hutech,HTU,2022,123-150,0.69
kiến trúc,Đại học Hutech,HTU,2023,139-170,0.7
kiến trúc,Đại học Hutech,HTU,2024,144-176,0.71
kiến trúc,Đại học Hutech,HTU,2025,133-162,0.71
kiến trúc,Đại học Nguyễn Tất Thành,NTT,2020,173-212,0.68
kiến trúc,Đại học Nguyễn Tất Thành,NTT,2021,189-231,0.69
kiến trúc,Đại học Nguyễn Tất Thành,NTT,2022,185-226,0.69
kiến trúc,Đại học Nguyễn Tất Thành,NTT,2023,201-246,0.7
kiến trúc,Đại học Nguyễn Tất Thành,NTT,2024,183-224,0.71
kiến trúc,Đại học Nguyễn Tất Thành,NTT,2025,174-213,0.71
kỹ thuật xây dựng,Đại học Bách Khoa TP.HCM,BKA,2020,68-83,0.65
kỹ thuật xây dựng,Đại học Bách Khoa TP.HCM,BKA,2021,69-84,0.66
kỹ thuật xây dựng,Đại học Bách Khoa TP.HCM,BKA,2022,68-83,0.66
kỹ thuật xây dựng,Đại học Bách Khoa TP.HCM,BKA,2023,66-81,0.67
kỹ thuật xây dựng,Đại học Bách Khoa TP.HCM,BKA,2024,75-92,0.68
kỹ thuật xây dựng,Đại học Bách Khoa TP.HCM,BKA,2025,69-84,0.68
kỹ thuật xây dựng,Đại học Giao thông Vận tải TP.HCM,GTV,2020,99-121,0.65
kỹ thuật xây dựng,Đại học Giao thông Vận tải TP.HCM,GTV,2021,111-136,0.66
kỹ thuật xây dựng,Đại học Giao thông Vận tải TP.HCM,GTV,2022,115-140,0.66
kỹ thuật xây dựng,Đại học Giao thông Vận tải TP.HCM,GTV,2023,118-145,0.67
kỹ thuật xây dựng,Đại học Giao thông Vận tải TP.HCM,GTV,2024,105-128,0.68
kỹ thuật xây dựng,Đại học Giao thông Vận tải TP.HCM,GTV,2025,113-138,0.68
kỹ thuật xây dựng,Đại học Công nghiệp TP.HCM,IUH,2020,82-101,0.65
kỹ thuật xây dựng,Đại học Công nghiệp TP.HCM,IUH,2021,89-108,0.66
kỹ thuật xây dựng,Đại học Công nghiệp TP.HCM,IUH,2022,97-118,0.66
kỹ thuật xây dựng,Đại học Công nghiệp TP.HCM,IUH,2023,88-107,0.67
kỹ thuật xây dựng,Đại học Công nghiệp TP.HCM,IUH,2024,89-108,0.68
kỹ thuật xây dựng,Đại học Công nghiệp TP.HCM,IUH,2025,98-119,0.68
kỹ thuật xây dựng,Đại học Hutech,HTU,2020,189-231,0.65
kỹ thuật xây dựng,Đại học Hutech,HTU,2021,177-216,0.66
kỹ thuật xây dựng,Đại học Hutech,HTU,2022,200-245,0.66
kỹ thuật xây dựng,Đại học Hutech,HTU,2023,185-226,0.67
kỹ thuật xây dựng,Đại học Hutech,HTU,2024,194-237,0.68
kỹ thuật xây dựng,Đại học Hutech,HTU,2025,203-248,0.68
kỹ thuật xây dựng,Đại học Nguyễn Tất Thành,NTT,2020,120-147,0.65
kỹ thuật xây dựng,Đại học Nguyễn Tất Thành,NTT,2021,129-158,0.66
kỹ thuật xây dựng,Đại học Nguyễn Tất Thành,NTT,2022,114-139,0.66
kỹ thuật xây dựng,Đại học Nguyễn Tất Thành,NTT,2023,122-149,0.67
kỹ thuật xây dựng,Đại học Nguyễn Tất Thành,NTT,2024,132-161,0.68
kỹ thuật xây dựng,Đại học Nguyễn Tất Thành,NTT,2025,145-178,0.68
thiết kế nội thất,Đại học Kiến trúc TP.HCM,UAH,2020,78-95,0.65
thiết kế nội thất,Đại học Kiến trúc TP.HCM,UAH,2021,80-97,0.66
thiết kế nội thất,Đại học Kiến trúc TP.HCM,UAH,2022,77-94,0.66
thiết kế nội thất,Đại học Kiến trúc TP.HCM,UAH,2023,78-95,0.67
thiết kế nội thất,Đại học Kiến trúc TP.HCM,UAH,2024,81-99,0.68
thiết kế nội thất,Đại học Kiến trúc TP.HCM,UAH,2025,80-97,0.68
thiết kế nội thất,Đại học Văn Lang,VLU,2020,101-124,0.65
thiết kế nội thất,Đại học Văn Lang,VLU,2021,100-123,0.66
thiết kế nội thất,Đại học Văn Lang,VLU,2022,116-141,0.66
thiết kế nội thất,Đại học Văn Lang,VLU,2023,113-138,0.67
thiết kế nội thất,Đại học Văn Lang,VLU,2024,111-136,0.68
thiết kế nội thất,Đại học Văn Lang,VLU,2025,124-151,0.68
thiết kế nội thất,Đại học Hoa Sen,HSU,2020,103-126,0.65
thiết kế nội thất,Đại học Hoa Sen,HSU,2021,115-140,0.66
thiết kế nội thất,Đại học Hoa Sen,HSU,2022,99-122,0.66
thiết kế nội thất,Đại học Hoa Sen,HSU,2023,122-149,0.67
thiết kế nội thất,Đại học Hoa Sen,HSU,2024,119-146,0.68
thiết kế nội thất,Đại học Hoa Sen,HSU,2025,124-151,0.68
thiết kế nội thất,Đại học Hutech,HTU,2020,148-181,0.65
thiết kế nội thất,Đại học Hutech,HTU,2021,179-218,0.66
thiết kế nội thất,Đại học Hutech,HTU,2022,160-195,0.66
thiết kế nội thất,Đại học Hutech,HTU,2023,162-198,0.67
thiết kế nội thất,Đại học Hutech,HTU,2024,192-235,0.68
thiết kế nội thất,Đại học Hutech,HTU,2025,183-224,0.68
thiết kế nội thất,Đại học Nguyễn Tất Thành,NTT,2020,106-129,0.65
thiết kế nội thất,Đại học Nguyễn Tất Thành,NTT,2021,110-135,0.66
thiết kế nội thất,Đại học Nguyễn Tất Thành,NTT,2022,120-147,0.66
thiết kế nội thất,Đại học Nguyễn Tất Thành,NTT,2023,121-148,0.67
thiết kế nội thất,Đại học Nguyễn Tất Thành,NTT,2024,126-154,0.68
thiết kế nội thất,Đại học Nguyễn Tất Thành,NTT,2025,108-133,0.68
nhân học,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,QSX,2020,76-93,0.65
nhân học,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,QSX,2021,87-106,0.66
nhân học,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,QSX,2022,75-92,0.66
nhân học,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,QSX,2023,85-104,0.67
nhân học,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,QSX,2024,93-114,0.68
nhân học,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,QSX,2025,95-116,0.68
nhân học,Đại học Văn Lang,VLU,2020,101-124,0.65
nhân học,Đại học Văn Lang,VLU,2021,99-121,0.66
nhân học,Đại học Văn Lang,VLU,2022,107-130,0.66
nhân học,Đại học Văn Lang,VLU,2023,97-118,0.67
nhân học,Đại học Văn Lang,VLU,2024,96-117,0.68
nhân học,Đại học Văn Lang,VLU,2025,112-137,0.68
nhân học,Đại học Hoa Sen,HSU,2020,120-147,0.65
nhân học,Đại học Hoa Sen,HSU,2021,117-143,0.66
nhân học,Đại học Hoa Sen,HSU,2022,135-166,0.66
nhân học,Đại học Hoa Sen,HSU,2023,140-171,0.67
nhân học,Đại học Hoa Sen,HSU,2024,122-149,0.68
nhân học,Đại học Hoa Sen,HSU,2025,139-170,0.68
nhân học,Đại học Hutech,HTU,2020,121-148,0.65
nhân học,Đại học Hutech,HTU,2021,121-148,0.66
nhân học,Đại học Hutech,HTU,2022,127-156,0.66
nhân học,Đại học Hutech,HTU,2023,109-134,0.67
nhân học,Đại học Hutech,HTU,2024,124-151,0.68
nhân học,Đại học Hutech,HTU,2025,135-166,0.68
nhân học,Đại học Nguyễn Tất Thành,NTT,2020,119-146,0.65
nhân học,Đại học Nguyễn Tất Thành,NTT,2021,146-179,0.66
nhân học,Đại học Nguyễn Tất Thành,NTT,2022,147-180,0.66
nhân học,Đại học Nguyễn Tất Thành,NTT,2023,134-163,0.67
nhân học,Đại học Nguyễn Tất Thành,NTT,2024,151-184,0.68
nhân học,Đại học Nguyễn Tất Thành,NTT,2025,134-163,0.68
xã hội học,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,QSX,2020,63-77,0.65
xã hội học,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,QSX,2021,73-90,0.66
xã hội học,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,QSX,2022,63-77,0.66
xã hội học,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,QSX,2023,65-80,0.67
xã hội học,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,QSX,2024,69-84,0.68
xã hội học,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,QSX,2025,71-86,0.68
xã hội học,Đại học Văn Lang,VLU,2020,111-136,0.65
xã hội học,Đại học Văn Lang,VLU,2021,114-139,0.66
xã hội học,Đại học Văn Lang,VLU,2022,109-134,0.66
xã hội học,Đại học Văn Lang,VLU,2023,120-147,0.67
xã hội học,Đại học Văn Lang,VLU,2024,110-135,0.68
xã hội học,Đại học Văn Lang,VLU,2025,112-137,0.68
xã hội học,Đại học Hoa Sen,HSU,2020,121-148,0.65
xã hội học,Đại học Hoa Sen,HSU,2021,129-158,0.66
xã hội học,Đại học Hoa Sen,HSU,2022,118-145,0.66
xã hội học,Đại học Hoa Sen,HSU,2023,136-167,0.67
xã hội học,Đại học Hoa Sen,HSU,2024,123-150,0.68
xã hội học,Đại học Hoa Sen,HSU,2025,139-170,0.68
xã hội học,Đại học Hutech,HTU,2020,108-132,0.65
xã hội học,Đại học Hutech,HTU,2021,114-139,0.66
xã hội học,Đại học Hutech,HTU,2022,106-129,0.66
xã hội học,Đại học Hutech,HTU,2023,124-151,0.67
xã hội học,Đại học Hutech,HTU,2024,133-162,0.68
xã hội học,Đại học Hutech,HTU,2025,112-137,0.68
xã hội học,Đại học Nguyễn Tất Thành,NTT,2020,162-199,0.65
xã hội học,Đại học Nguyễn Tất Thành,NTT,2021,178-217,0.66
xã hội học,Đại học Nguyễn Tất Thành,NTT,2022,170-207,0.66
xã hội học,Đại học Nguyễn Tất Thành,NTT,2023,178-217,0.67
xã hội học,Đại học Nguyễn Tất Thành,NTT,2024,178-217,0.68
xã hội học,Đại học Nguyễn Tất Thành,NTT,2025,180-221,0.68
răng - hàm - mặt,Đại học Y Dược TP.HCM,YDS,2020,72-88,0.82
răng - hàm - mặt,Đại học Y Dược TP.HCM,YDS,2021,81-99,0.83
răng - hàm - mặt,Đại học Y Dược TP.HCM,YDS,2022,69-84,0.84
răng - hàm - mặt,Đại học Y Dược TP.HCM,YDS,2023,74-91,0.84
răng - hàm - mặt,Đại học Y Dược TP.HCM,YDS,2024,80-97,0.85
răng - hàm - mặt,Đại học Y Dược TP.HCM,YDS,2025,81-99,0.86
răng - hàm - mặt,Đại học Y khoa Phạm Ngọc Thạch,PNT,2020,107-130,0.82
răng - hàm - mặt,Đại học Y khoa Phạm Ngọc Thạch,PNT,2021,121-148,0.83
răng - hàm - mặt,Đại học Y khoa Phạm Ngọc Thạch,PNT,2022,130-159,0.84
răng - hàm - mặt,Đại học Y khoa Phạm Ngọc Thạch,PNT,2023,122-149,0.84
răng - hàm - mặt,Đại học Y khoa Phạm Ngọc Thạch,PNT,2024,115-140,0.85
răng - hàm - mặt,Đại học Y khoa Phạm Ngọc Thạch,PNT,2025,126-154,0.86
răng - hàm - mặt,Đại học Quốc tế Hồng Bàng,HIU,2020,78-95,0.82
răng - hàm - mặt,Đại học Quốc tế Hồng Bàng,HIU,2021,94-115,0.83
răng - hàm - mặt,Đại học Quốc tế Hồng Bàng,HIU,2022,87-106,0.84
răng - hàm - mặt,Đại học Quốc tế Hồng Bàng,HIU,2023,81-99,0.84
răng - hàm - mặt,Đại học Quốc tế Hồng Bàng,HIU,2024,90-110,0.85
răng - hàm - mặt,Đại học Quốc tế Hồng Bàng,HIU,2025,91-112,0.86
răng - hàm - mặt,Đại học Hutech,HTU,2020,187-228,0.82
răng - hàm - mặt,Đại học Hutech,HTU,2021,198-242,0.83
răng - hàm - mặt,Đại học Hutech,HTU,2022,184-225,0.84
răng - hàm - mặt,Đại học Hutech,HTU,2023,198-242,0.84
răng - hàm - mặt,Đại học Hutech,HTU,2024,178-217,0.85
răng - hàm - mặt,Đại học Hutech,HTU,2025,212-259,0.86
răng - hàm - mặt,Đại học Nguyễn Tất Thành,NTT,2020,173-212,0.82
răng - hàm - mặt,Đại học Nguyễn Tất Thành,NTT,2021,192-235,0.83
răng - hàm - mặt,Đại học Nguyễn Tất Thành,NTT,2022,169-206,0.84
răng - hàm - mặt,Đại học Nguyễn Tất Thành,NTT,2023,186-227,0.84
răng - hàm - mặt,Đại học Nguyễn Tất Thành,NTT,2024,196-239,0.85
răng - hàm - mặt,Đại học Nguyễn Tất Thành,NTT,2025,212-259,0.86
dược học,Đại học Y Dược TP.HCM,YDS,2020,68-83,0.85
dược học,Đại học Y Dược TP.HCM,YDS,2021,62-75,0.86
dược học,Đại học Y Dược TP.HCM,YDS,2022,72-89,0.87
dược học,Đại học Y Dược TP.HCM,YDS,2023,63-77,0.88
dược học,Đại học Y Dược TP.HCM,YDS,2024,71-86,0.88
dược học,Đại học Y Dược TP.HCM,YDS,2025,78-95,0.89
dược học,Đại học Y khoa Phạm Ngọc Thạch,PNT,2020,126-155,0.85
dược học,Đại học Y khoa Phạm Ngọc Thạch,PNT,2021,122-149,0.86
dược học,Đại học Y khoa Phạm Ngọc Thạch,PNT,2022,126-154,0.87
dược học,Đại học Y khoa Phạm Ngọc Thạch,PNT,2023,126-155,0.88
dược học,Đại học Y khoa Phạm Ngọc Thạch,PNT,2024,138-169,0.88
dược học,Đại học Y khoa Phạm Ngọc Thạch,PNT,2025,142-173,0.89
dược học,Đại học Quốc tế Hồng Bàng,HIU,2020,115-140,0.85
dược học,Đại học Quốc tế Hồng Bàng,HIU,2021,114-139,0.86
dược học,Đại học Quốc tế Hồng Bàng,HIU,2022,117-143,0.87
dược học,Đại học Quốc tế Hồng Bàng,HIU,2023,111-136,0.88
dược học,Đại học Quốc tế Hồng Bàng,HIU,2024,123-150,0.88
dược học,Đại học Quốc tế Hồng Bàng,HIU,2025,109-134,0.89
dược học,Đại học Hutech,HTU,2020,157-192,0.85
dược học,Đại học Hutech,HTU,2021,149-182,0.86
dược học,Đại học Hutech,HTU,2022,162-199,0.87
dược học,Đại học Hutech,HTU,2023,164-201,0.88
dược học,Đại học Hutech,HTU,2024,153-188,0.88
dược học,Đại học Hutech,HTU,2025,175-214,0.89
dược học,Đại học Nguyễn Tất Thành,NTT,2020,138-169,0.85
dược học,Đại học Nguyễn Tất Thành,NTT,2021,150-183,0.86
dược học,Đại học Nguyễn Tất Thành,NTT,2022,140-171,0.87
dược học,Đại học Nguyễn Tất Thành,NTT,2023,162-199,0.88
dược học,Đại học Nguyễn Tất Thành,NTT,2024,150-183,0.88
dược học,Đại học Nguyễn Tất Thành,NTT,2025,169-206,0.89
quản lý bệnh viện,Đại học Y Dược TP.HCM,YDS,2020,87-106,0.65
quản lý bệnh viện,Đại học Y Dược TP.HCM,YDS,2021,97-118,0.66
quản lý bệnh viện,Đại học Y Dược TP.HCM,YDS,2022,96-117,0.66
quản lý bệnh viện,Đại học Y Dược TP.HCM,YDS,2023,99-122,0.67
quản lý bệnh viện,Đại học Y Dược TP.HCM,YDS,2024,96-117,0.68
quản lý bệnh viện,Đại học Y Dược TP.HCM,YDS,2025,92-113,0.68
quản lý bệnh viện,Đại học Y khoa Phạm Ngọc Thạch,PNT,2020,105-128,0.65
quản lý bệnh viện,Đại học Y khoa Phạm Ngọc Thạch,PNT,2021,103-126,0.66
quản lý bệnh viện,Đại học Y khoa Phạm Ngọc Thạch,PNT,2022,116-141,0.66
quản lý bệnh viện,Đại học Y khoa Phạm Ngọc Thạch,PNT,2023,104-127,0.67
quản lý bệnh viện,Đại học Y khoa Phạm Ngọc Thạch,PNT,2024,106-129,0.68
quản lý bệnh viện,Đại học Y khoa Phạm Ngọc Thạch,PNT,2025,115-140,0.68
quản lý bệnh viện,Đại học Quốc tế Hồng Bàng,HIU,2020,119-146,0.65
quản lý bệnh viện,Đại học Quốc tế Hồng Bàng,HIU,2021,126-154,0.66
quản lý bệnh viện,Đại học Quốc tế Hồng Bàng,HIU,2022,132-161,0.66
quản lý bệnh viện,Đại học Quốc tế Hồng Bàng,HIU,2023,122-149,0.67
quản lý bệnh viện,Đại học Quốc tế Hồng Bàng,HIU,2024,125-152,0.68
quản lý bệnh viện,Đại học Quốc tế Hồng Bàng,HIU,2025,134-163,0.68
quản lý bệnh viện,Đại học Hutech,HTU,2020,180-221,0.65
quản lý bệnh viện,Đại học Hutech,HTU,2021,164-201,0.66
quản lý bệnh viện,Đại học Hutech,HTU,2022,184-225,0.66
quản lý bệnh viện,Đại học Hutech,HTU,2023,170-207,0.67
quản lý bệnh viện,Đại học Hutech,HTU,2024,189-232,0.68
quản lý bệnh viện,Đại học Hutech,HTU,2025,207-254,0.68
quản lý bệnh viện,Đại học Nguyễn Tất Thành,NTT,2020,136-167,0.65
quản lý bệnh viện,Đại học Nguyễn Tất Thành,NTT,2021,128-157,0.66
quản lý bệnh viện,Đại học Nguyễn Tất Thành,NTT,2022,140-171,0.66
quản lý bệnh viện,Đại học Nguyễn Tất Thành,NTT,2023,135-166,0.67
quản lý bệnh viện,Đại học Nguyễn Tất Thành,NTT,2024,146-179,0.68
quản lý bệnh viện,Đại học Nguyễn Tất Thành,NTT,2025,155-190,0.68
y khoa,Đại học Y Dược TP.HCM,YDS,2020,72-89,0.9
y khoa,Đại học Y Dược TP.HCM,YDS,2021,66-81,0.91
y khoa,Đại học Y Dược TP.HCM,YDS,2022,75-92,0.92
y khoa,Đại học Y Dược TP.HCM,YDS,2023,78-95,0.93
y khoa,Đại học Y Dược TP.HCM,YDS,2024,73-90,0.94
y khoa,Đại học Y Dược TP.HCM,YDS,2025,72-88,0.95
y khoa,Đại học Y khoa Phạm Ngọc Thạch,PNT,2020,123-150,0.9
y khoa,Đại học Y khoa Phạm Ngọc Thạch,PNT,2021,111-136,0.91
y khoa,Đại học Y khoa Phạm Ngọc Thạch,PNT,2022,117-143,0.92
y khoa,Đại học Y khoa Phạm Ngọc Thạch,PNT,2023,121-148,0.93
y khoa,Đại học Y khoa Phạm Ngọc Thạch,PNT,2024,126-155,0.94
y khoa,Đại học Y khoa Phạm Ngọc Thạch,PNT,2025,135-165,0.95
y khoa,Đại học Quốc tế Hồng Bàng,HIU,2020,143-174,0.9
y khoa,Đại học Quốc tế Hồng Bàng,HIU,2021,128-157,0.91
y khoa,Đại học Quốc tế Hồng Bàng,HIU,2022,137-168,0.92
y khoa,Đại học Quốc tế Hồng Bàng,HIU,2023,150-183,0.93
y khoa,Đại học Quốc tế Hồng Bàng,HIU,2024,128-157,0.94
y khoa,Đại học Quốc tế Hồng Bàng,HIU,2025,151-184,0.95
y khoa,Đại học Hutech,HTU,2020,119-146,0.9
y khoa,Đại học Hutech,HTU,2021,137-168,0.91
y khoa,Đại học Hutech,HTU,2022,145-178,0.92
y khoa,Đại học Hutech,HTU,2023,150-183,0.93
y khoa,Đại học Hutech,HTU,2024,150-183,0.94
y khoa,Đại học Hutech,HTU,2025,154-189,0.95
y khoa,Đại học Nguyễn Tất Thành,NTT,2020,175-214,0.9
y khoa,Đại học Nguyễn Tất Thành,NTT,2021,203-248,0.91
y khoa,Đại học Nguyễn Tất Thành,NTT,2022,172-211,0.92
y khoa,Đại học Nguyễn Tất Thành,NTT,2023,180-220,0.93
y khoa,Đại học Nguyễn Tất Thành,NTT,2024,206-251,0.94
y khoa,Đại học Nguyễn Tất Thành,NTT,2025,189-231,0.95
điều dưỡng,Đại học Y Dược TP.HCM,YDS,2020,85-104,0.78
điều dưỡng,Đại học Y Dược TP.HCM,YDS,2021,79-96,0.79
điều dưỡng,Đại học Y Dược TP.HCM,YDS,2022,84-103,0.8
điều dưỡng,Đại học Y Dược TP.HCM,YDS,2023,87-106,0.8
điều dưỡng,Đại học Y Dược TP.HCM,YDS,2024,91-112,0.81
điều dưỡng,Đại học Y Dược TP.HCM,YDS,2025,83-102,0.82
điều dưỡng,Đại học Y khoa Phạm Ngọc Thạch,PNT,2020,131-160,0.78
điều dưỡng,Đại học Y khoa Phạm Ngọc Thạch,PNT,2021,144-176,0.79
điều dưỡng,Đại học Y khoa Phạm Ngọc Thạch,PNT,2022,131-160,0.8
điều dưỡng,Đại học Y khoa Phạm Ngọc Thạch,PNT,2023,140-171,0.8
điều dưỡng,Đại học Y khoa Phạm Ngọc Thạch,PNT,2024,127-156,0.81
điều dưỡng,Đại học Y khoa Phạm Ngọc Thạch,PNT,2025,140-171,0.82
điều dưỡng,Đại học Quốc tế Hồng Bàng,HIU,2020,123-150,0.78
điều dưỡng,Đại học Quốc tế Hồng Bàng,HIU,2021,149-182,0.79
điều dưỡng,Đại học Quốc tế Hồng Bàng,HIU,2022,145-178,0.8
điều dưỡng,Đại học Quốc tế Hồng Bàng,HIU,2023,147-180,0.8
điều dưỡng,Đại học Quốc tế Hồng Bàng,HIU,2024,150-183,0.81
điều dưỡng,Đại học Quốc tế Hồng Bàng,HIU,2025,161-196,0.82
điều dưỡng,Đại học Hutech,HTU,2020,142-173,0.78
điều dưỡng,Đại học Hutech,HTU,2021,155-190,0.79
điều dưỡng,Đại học Hutech,HTU,2022,151-184,0.8
điều dưỡng,Đại học Hutech,HTU,2023,163-200,0.8
điều dưỡng,Đại học Hutech,HTU,2024,156-191,0.81
điều dưỡng,Đại học Hutech,HTU,2025,148-181,0.82
điều dưỡng,Đại học Nguyễn Tất Thành,NTT,2020,158-193,0.78
điều dưỡng,Đại học Nguyễn Tất Thành,NTT,2021,160-195,0.79
điều dưỡng,Đại học Nguyễn Tất Thành,NTT,2022,172-211,0.8
điều dưỡng,Đại học Nguyễn Tất Thành,NTT,2023,169-206,0.8
điều dưỡng,Đại học Nguyễn Tất Thành,NTT,2024,183-224,0.81
điều dưỡng,Đại học Nguyễn Tất Thành,NTT,2025,189-232,0.82
công nghệ kỹ thuật ô tô,Đại học Bách Khoa TP.HCM,BKA,2020,72-88,0.65
công nghệ kỹ thuật ô tô,Đại học Bách Khoa TP.HCM,BKA,2021,81-99,0.66
công nghệ kỹ thuật ô tô,Đại học Bách Khoa TP.HCM,BKA,2022,90-110,0.66
công nghệ kỹ thuật ô tô,Đại học Bách Khoa TP.HCM,BKA,2023,83-102,0.67
công nghệ kỹ thuật ô tô,Đại học Bách Khoa TP.HCM,BKA,2024,81-99,0.68
công nghệ kỹ thuật ô tô,Đại học Bách Khoa TP.HCM,BKA,2025,88-107,0.68
công nghệ kỹ thuật ô tô,Đại học Sư phạm Kỹ thuật TP.HCM,SPK,2020,144-177,0.65
công nghệ kỹ thuật ô tô,Đại học Sư phạm Kỹ thuật TP.HCM,SPK,2021,133-162,0.66
công nghệ kỹ thuật ô tô,Đại học Sư phạm Kỹ thuật TP.HCM,SPK,2022,141-172,0.66
công nghệ kỹ thuật ô tô,Đại học Sư phạm Kỹ thuật TP.HCM,SPK,2023,131-160,0.67
công nghệ kỹ thuật ô tô,Đại học Sư phạm Kỹ thuật TP.HCM,SPK,2024,158-193,0.68
công nghệ kỹ thuật ô tô,Đại học Sư phạm Kỹ thuật TP.HCM,SPK,2025,155-190,0.68
công nghệ kỹ thuật ô tô,Đại học Công nghiệp TP.HCM,IUH,2020,96-117,0.65
công nghệ kỹ thuật ô tô,Đại học Công nghiệp TP.HCM,IUH,2021,109-134,0.66
công nghệ kỹ thuật ô tô,Đại học Công nghiệp TP.HCM,IUH,2022,110-135,0.66
công nghệ kỹ thuật ô tô,Đại học Công nghiệp TP.HCM,IUH,2023,107-130,0.67
công nghệ kỹ thuật ô tô,Đại học Công nghiệp TP.HCM,IUH,2024,113-138,0.68
công nghệ kỹ thuật ô tô,Đại học Công nghiệp TP.HCM,IUH,2025,124-151,0.68
công nghệ kỹ thuật ô tô,Đại học Hutech,HTU,2020,180-221,0.65
công nghệ kỹ thuật ô tô,Đại học Hutech,HTU,2021,183-224,0.66
công nghệ kỹ thuật ô tô,Đại học Hutech,HTU,2022,202-247,0.66
công nghệ kỹ thuật ô tô,Đại học Hutech,HTU,2023,209-256,0.67
công nghệ kỹ thuật ô tô,Đại học Hutech,HTU,2024,180-221,0.68
công nghệ kỹ thuật ô tô,Đại học Hutech,HTU,2025,202-247,0.68
công nghệ kỹ thuật ô tô,Đại học Nguyễn Tất Thành,NTT,2020,112-137,0.65
công nghệ kỹ thuật ô tô,Đại học Nguyễn Tất Thành,NTT,2021,107-130,0.66
công nghệ kỹ thuật ô tô,Đại học Nguyễn Tất Thành,NTT,2022,113-138,0.66
công nghệ kỹ thuật ô tô,Đại học Nguyễn Tất Thành,NTT,2023,107-130,0.67
công nghệ kỹ thuật ô tô,Đại học Nguyễn Tất Thành,NTT,2024,103-126,0.68
công nghệ kỹ thuật ô tô,Đại học Nguyễn Tất Thành,NTT,2025,113-138,0.68
kỹ thuật điện - điện tử,Đại học Bách Khoa TP.HCM,BKA,2020,68-83,0.77
kỹ thuật điện - điện tử,Đại học Bách Khoa TP.HCM,BKA,2021,77-94,0.78
kỹ thuật điện - điện tử,Đại học Bách Khoa TP.HCM,BKA,2022,71-86,0.79
kỹ thuật điện - điện tử,Đại học Bách Khoa TP.HCM,BKA,2023,78-95,0.79
kỹ thuật điện - điện tử,Đại học Bách Khoa TP.HCM,BKA,2024,88-107,0.8
kỹ thuật điện - điện tử,Đại học Bách Khoa TP.HCM,BKA,2025,78-95,0.81
kỹ thuật điện - điện tử,Đại học Sư phạm Kỹ thuật TP.HCM,SPK,2020,81-99,0.77
kỹ thuật điện - điện tử,Đại học Sư phạm Kỹ thuật TP.HCM,SPK,2021,93-114,0.78
kỹ thuật điện - điện tử,Đại học Sư phạm Kỹ thuật TP.HCM,SPK,2022,94-115,0.79
kỹ thuật điện - điện tử,Đại học Sư phạm Kỹ thuật TP.HCM,SPK,2023,99-122,0.79
kỹ thuật điện - điện tử,Đại học Sư phạm Kỹ thuật TP.HCM,SPK,2024,98-119,0.8
kỹ thuật điện - điện tử,Đại học Sư phạm Kỹ thuật TP.HCM,SPK,2025,90-111,0.81
kỹ thuật điện - điện tử,Đại học Công nghiệp TP.HCM,IUH,2020,97-118,0.77
kỹ thuật điện - điện tử,Đại học Công nghiệp TP.HCM,IUH,2021,99-122,0.78
kỹ thuật điện - điện tử,Đại học Công nghiệp TP.HCM,IUH,2022,94-115,0.79
kỹ thuật điện - điện tử,Đại học Công nghiệp TP.HCM,IUH,2023,102-125,0.79
kỹ thuật điện - điện tử,Đại học Công nghiệp TP.HCM,IUH,2024,108-133,0.8
kỹ thuật điện - điện tử,Đại học Công nghiệp TP.HCM,IUH,2025,98-119,0.81
kỹ thuật điện - điện tử,Đại học Hutech,HTU,2020,153-187,0.77
kỹ thuật điện - điện tử,Đại học Hutech,HTU,2021,154-189,0.78
kỹ thuật điện - điện tử,Đại học Hutech,HTU,2022,164-201,0.79
kỹ thuật điện - điện tử,Đại học Hutech,HTU,2023,160-195,0.79
